"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","39/2331","155/17913",3.01326359826957e-05,0.000906131410622491,0.000792802275398637,"NOD2/SLAMF1/PTPRC/PTPN22/ADAM8/SPN/CD274/CD2/CCR2/BPI/HAVCR2/ACP5/CD86/TNFAIP3/HLA-E/CLU/ZC3H12A/RASGRP1/IL10/TYROBP/TLR9/ORM1/CD33/FCER1G/RIPK2/LILRB1/BCL3/ORM2/IFIH1/CX3CL1/WNT5A/LPL/CLEC4A/MMP8/CX3CR1/UBE2J1/CARD9/PTAFR/THBS1",39
"BP","GO:0042267","natural killer cell mediated cytotoxicity","20/2331","59/17913",3.1202239077879e-05,0.000933532980330044,0.000816776752564943,"SLAMF7/SLAMF6/CRTAM/SH2D1A/LAG3/SERPINB4/HLA-F/RAB27A/KLRK1/HAVCR2/UNC13D/HLA-E/RASGRP1/HLA-G/LILRB1/IL18RAP/VAV1/LYST/STAT5B/IL12A",20
"BP","GO:0036037","CD8-positive, alpha-beta T cell activation","11/2331","22/17913",3.13706602154103e-05,0.00093383167328095,0.000817038088225917,"EOMES/IRF1/RUNX3/NCKAP1L/XCL1/CD274/HLA-E/PAX1/LILRB1/CLEC4A/CBFB",11
"BP","GO:0009612","response to mechanical stimulus","47/2331","200/17913",3.30496717059179e-05,0.000978868166003416,0.000856441902604028,"CXCL10/IRF1/KCNC1/STAT1/ASIC3/TRPA1/CXCR4/IL1B/CASP1/COL11A1/ANO3/TLR7/TCAP/GDF5/BDKRB1/MAP3K14/KCNK2/MAG/CD40/CNTNAP2/CACNB3/NTRK1/ETV1/TNFSF14/TRPV4/CASP5/TNFRSF10A/TNC/BCL10/CSRP3/COL3A1/TIFAB/GCLC/MPO/COL1A1/CNN2/HPN/TACR1/WHRN/THBS1/GADD45A/PTGER4/SLITRK6/DRD2/STRBP/MDK/RELA",47
"BP","GO:0046633","alpha-beta T cell proliferation","13/2331","30/17913",4.09596686681749e-05,0.00120708143565111,0.00105611272002836,"IRF1/DOCK2/PTPRC/CD3E/CD28/XCL1/CD274/CCR2/ZAP70/EBI3/HLA-E/RIPK2/ELF4",13
"BP","GO:0045620","negative regulation of lymphocyte differentiation","18/2331","51/17913",4.16877678208156e-05,0.00122242638575068,0.001069538489417,"IRF1/RUNX3/CD74/TBX21/JAK3/LAG3/PTPN2/ZC3H12A/IL4R/IFNL1/IL2/INHBA/CTLA4/BMP4/SMAD7/CBFB/MDK/SOCS5",18
"BP","GO:0009266","response to temperature stimulus","50/2331","219/17913",4.23866005874155e-05,0.00123676546466449,0.00108208419112949,"HSPA6/CXCL10/MICB/DNAJB1/IER5/ASIC3/NTSR1/TRPA1/CXCR4/VGF/NUP210/TP53INP1/ANO3/CRNN/ADRB1/TFEC/NTRK1/PTGES3/HSPB8/HSP90AB1/HSP90AA1/HSPA1A/TRPV4/CASQ1/HSPA8/DAXX/LYN/GCLC/RPTOR/LPL/METRNL/HMOX1/HSPA2/NUP62/CPB2/PCSK1N/PIRT/TACR1/MLST8/DNAJB4/PLAC8/EPHB1/THBS1/CHORDC1/HSPH1/SST/SIRT1/HSPA1B/HSPD1/NOS3",50
"BP","GO:0032945","negative regulation of mononuclear cell proliferation","21/2331","65/17913",4.51594040197633e-05,0.00130475258476708,0.00114156821616522,"BTN2A2/XCL1/FCGR2B/SPN/CD274/HAVCR2/LST1/IL10/TYROBP/HLA-G/LILRB1/IL2/CTLA4/CASP3/PDE5A/BMP4/CD300A/LILRB2/CEBPB/SCGB1A1/IDO1",21
"BP","GO:0050672","negative regulation of lymphocyte proliferation","21/2331","65/17913",4.51594040197633e-05,0.00130475258476708,0.00114156821616522,"BTN2A2/XCL1/FCGR2B/SPN/CD274/HAVCR2/LST1/IL10/TYROBP/HLA-G/LILRB1/IL2/CTLA4/CASP3/PDE5A/BMP4/CD300A/LILRB2/CEBPB/SCGB1A1/IDO1",21
"BP","GO:0043370","regulation of CD4-positive, alpha-beta T cell differentiation","17/2331","47/17913",4.72910040418621e-05,0.00135967403815968,0.00118962068704022,"IRF4/RUNX3/NCKAP1L/TBX21/JAK3/CD83/CD86/ZC3H12A/IL4R/RIPK2/IL2/IL27/MYB/SMAD7/CBFB/SOCS5/PRKCZ",17
"BP","GO:0002830","positive regulation of type 2 immune response","9/2331","16/17913",5.08429213564053e-05,0.00145469989550802,0.00127276173594803,"NOD2/CD74/XCL1/CD86/IL4R/RSAD2/IL33/IDO1/PRKCZ",9
"BP","GO:0002709","regulation of T cell mediated immunity","20/2331","61/17913",5.37679313348095e-05,0.00152359705426619,0.0013330419818281,"PTPRC/TBX21/IL1B/XCL1/FCGR2B/HLA-F/CCR2/B2M/HLA-E/RSAD2/HLA-G/LILRB1/TRAF2/IL18R1/TNFRSF1B/SMAD7/TRPM4/HSPD1/PRKCZ/IL12A",20
"BP","GO:0046635","positive regulation of alpha-beta T cell activation","20/2331","61/17913",5.37679313348095e-05,0.00152359705426619,0.0013330419818281,"RUNX3/PTPRC/CD3E/CD28/NCKAP1L/XCL1/CD83/CCR2/ZAP70/CD86/EBI3/HLA-E/IL4R/RIPK2/MYB/HSPH1/CBFB/SOCS5/PRKCZ/IL12A",20
"BP","GO:0097529","myeloid leukocyte migration","41/2331","170/17913",5.48147461780454e-05,0.00154582829652344,0.00135249278028831,"CHGA/CXCL10/SCG2/CD74/NCKAP1L/ITGB2/ADAM8/PIK3CG/GREM1/XCL1/CCR2/STAP1/THBS4/JAML/PTPRO/DYSF/TNFRSF11A/TRPV4/CCL2/RAC2/LYN/CX3CL1/VAV1/VAV3/CD200R1/CD300A/DUSP1/C5AR1/IRAK4/CX3CR1/SAA1/GBF1/STAT5B/SLAMF8/THBS1/AIF1/PTGER4/CCR1/MDK/CALCA/PRTN3",41
"BP","GO:0018108","peptidyl-tyrosine phosphorylation","71/2331","346/17913",5.51128481896189e-05,0.00154683393918864,0.00135337264802478,"EPHA7/IL24/CD74/PTPRC/PARP9/CD3E/LCK/ADRA2A/TNFRSF18/ITGB2/JAK3/SOCS3/JAK1/NCAPG2/GREM1/PTPN2/LRRK1/SAMSN1/ROS1/TDGF1/STAP1/THBS4/ZAP70/IL6ST/OSM/EIF2AK2/PARP14/MERTK/BDNF/HCK/CD40/CLK1/NTRK1/STYK1/HCLS1/MATK/PDGFA/IFNL1/RIPK2/NCF1/IL2/TSLP/EREG/SEMA4D/SFRP2/DMTN/ABI1/LYN/AREG/IL12RB2/CLK4/FGF7/ICAM1/EPHB2/CD300A/CSK/EPHA10/INSRR/EPHA4/PKDCC/EPHB1/DOK7/EFNA5/EPO/IBTK/SOCS5/VTN/FGR/CBLC/PRKCZ/IL12A",71
"BP","GO:0002720","positive regulation of cytokine production involved in immune response","18/2331","52/17913",5.60612963022375e-05,0.00155860981323296,0.00136367572286326,"NOD2/CD74/SEMA7A/IL1B/XCL1/HLA-F/B2M/HLA-E/RSAD2/FCER1G/HLA-G/LILRB1/BCL10/DDX1/WNT5A/TRAF2/IL18R1/PRKCZ",18
"BP","GO:0002886","regulation of myeloid leukocyte mediated immunity","18/2331","52/17913",5.60612963022375e-05,0.00155860981323296,0.00136367572286326,"CD84/ITGB2/FCGR2B/PRAM1/CCR2/UNC13D/HLA-E/IL4R/FCER1G/RAC2/DDX1/FOXF1/LYN/HMOX1/CD300A/ITGAM/PTAFR/FGR",18
"BP","GO:0070431","nucleotide-binding oligomerization domain containing 2 signaling pathway","8/2331","13/17913",5.68669128070397e-05,0.00157358490180607,0.00137677788901254,"NOD2/PTPN22/TNFAIP3/OTULIN/HSPA1A/RIPK2/HSPA1B/RELA",8
"BP","GO:0032673","regulation of interleukin-4 production","12/2331","27/17913",5.98869345112435e-05,0.00164940930845453,0.00144311899739588,"IRF4/CD3E/CD28/CD83/HAVCR2/CD86/HLA-E/FCER1G/IL33/CEBPB/SCGB1A1/PRKCZ",12
"BP","GO:0002701","negative regulation of production of molecular mediator of immune response","14/2331","35/17913",6.10130665552845e-05,0.00167260936872952,0.00146341744457449,"TBX21/JAK3/XCL1/FCGR2B/HLA-F/BST2/CD96/IL10/LILRB1/TGFB3/HMOX1/IL33/SMAD7/CD22",14
"BP","GO:0002724","regulation of T cell cytokine production","13/2331","31/17913",6.21670450572715e-05,0.00169635446096092,0.00148419275699597,"TBX21/IL1B/XCL1/HLA-F/CCR2/B2M/RSAD2/TRAF2/IL18R1/TNFRSF1B/SMAD7/TRPM4/PRKCZ",13
"BP","GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","24/2331","81/17913",6.50393682175695e-05,0.00176655316255463,0.00154561176278376,"NOD2/PTPRC/ADAM8/SPN/CD2/CCR2/HAVCR2/CD86/HLA-E/CLU/RASGRP1/TYROBP/TLR9/ORM1/FCER1G/RIPK2/ORM2/IFIH1/WNT5A/LPL/MMP8/CARD9/PTAFR/THBS1",24
"BP","GO:0050830","defense response to Gram-positive bacterium","25/2331","86/17913",6.54709845429952e-05,0.00177011918759823,0.00154873178790987,"CHGA/LTA/PGLYRP1/HIST1H2BJ/KLRK1/HAVCR2/ACP5/CAMP/SSC5D/HLA-E/TNFSF8/HMGB2/MPEG1/HIST2H2BE/RIPK2/C5AR1/PLA2G2A/KRT6A/CARD9/HIST1H2BC/FCN2/HIST1H2BK/RNASE6/FGR/IL12A",25
"BP","GO:0071216","cellular response to biotic stimulus","47/2331","206/17913",7.21490254079768e-05,0.00194176418152792,0.00169890927889295,"CXCL10/IL24/NOD2/IRF8/PTPN22/CCR5/IL1B/GFI1/CASP1/FCGR2B/CD6/TNIP3/KLRK1/STAP1/IRAK2/HAVCR2/TNFAIP3/TICAM2/HCK/CD40/ZC3H12A/IL10/LITAF/HMGB2/RIPK2/CCL2/LILRB1/BCL10/LYN/CX3CL1/WNT5A/ICAM1/CX3CR1/CD180/LILRB2/TNFRSF1B/PTAFR/CARD16/NFKBIB/CEBPB/SBNO2/NOS3/RELA/LDOC1/IL12A/XBP1/LCN2",47
"BP","GO:0018212","peptidyl-tyrosine modification","71/2331","349/17913",7.32628787369563e-05,0.00196277912398009,0.00171729589919784,"EPHA7/IL24/CD74/PTPRC/PARP9/CD3E/LCK/ADRA2A/TNFRSF18/ITGB2/JAK3/SOCS3/JAK1/NCAPG2/GREM1/PTPN2/LRRK1/SAMSN1/ROS1/TDGF1/STAP1/THBS4/ZAP70/IL6ST/OSM/EIF2AK2/PARP14/MERTK/BDNF/HCK/CD40/CLK1/NTRK1/STYK1/HCLS1/MATK/PDGFA/IFNL1/RIPK2/NCF1/IL2/TSLP/EREG/SEMA4D/SFRP2/DMTN/ABI1/LYN/AREG/IL12RB2/CLK4/FGF7/ICAM1/EPHB2/CD300A/CSK/EPHA10/INSRR/EPHA4/PKDCC/EPHB1/DOK7/EFNA5/EPO/IBTK/SOCS5/VTN/FGR/CBLC/PRKCZ/IL12A",71
"BP","GO:2000106","regulation of leukocyte apoptotic process","24/2331","82/17913",8.07364408775657e-05,0.00215261662304116,0.00188339057315712,"NOD2/CD74/CD27/ADAM8/CCR5/JAK3/CD274/PDCD1/CD3G/MERTK/DOCK8/IL10/HCLS1/FCER1G/LILRB1/BCL10/IL2/TCP1/LYN/WNT5A/BMP4/NOC2L/SIRT1/IDO1",24
"BP","GO:0002369","T cell cytokine production","15/2331","40/17913",8.1079214508846e-05,0.00215261662304116,0.00188339057315712,"TBX21/IL1B/XCL1/HLA-F/CCR2/B2M/RSAD2/IL18RAP/TRAF2/IL18R1/TNFRSF1B/SMAD7/TRPM4/PRKCZ/IL12A",15
"BP","GO:0050854","regulation of antigen receptor-mediated signaling pathway","20/2331","63/17913",8.98159871615288e-05,0.00237388084452938,0.00207698145435133,"PTPRC/BTN2A2/LCK/PTPN22/TESPA1/PRKD2/PTPN2/FCGR2B/STAP1/TRAT1/BCL10/NFAM1/LYN/LPXN/CD300A/LILRB4/CBFB/CD22/CACNA1F/RELA",20
"BP","GO:0071887","leukocyte apoptotic process","28/2331","103/17913",9.15182342261355e-05,0.00240807353807519,0.00210689769489585,"FASLG/NOD2/CD74/CD27/ADAM8/CCR5/JAK3/CD274/PDCD1/CD3G/MERTK/DOCK8/IL10/HCLS1/FCER1G/LILRB1/BCL10/IL2/TRAF3IP2/TCP1/LYN/WNT5A/CASP3/BMP4/NOC2L/SIRT1/DFFA/IDO1",28
"BP","GO:0032733","positive regulation of interleukin-10 production","13/2331","32/17913",9.22832447927203e-05,0.00241058263367773,0.00210909297990592,"IRF4/NOD2/TIGIT/CD28/XCL1/CD274/CD83/TLR9/FCER1G/TSLP/BCL3/HSPD1/PRKCZ",13
"BP","GO:0001773","myeloid dendritic cell activation","12/2331","28/17913",9.24315702767504e-05,0.00241058263367773,0.00210909297990592,"IRF4/SLAMF1/DOCK2/RELB/SPI1/CD2/HAVCR2/TSPAN32/IL10/BATF/CAMK4/BATF2",12
"BP","GO:0002377","immunoglobulin production","27/2331","98/17913",9.46205287340487e-05,0.00245679910290081,0.0021495291920617,"MZB1/LAX1/PTPRC/CD28/TBX21/GCNT3/XCL1/FCGR2B/HLA-E/CD40/IL10/BATF/IL4R/TLR9/MAD2L2/HLA-DQB1/PAXIP1/IL2/TRAF3IP2/DNAJB9/GALNT2/TRAF2/IL33/STAT6/CD22/HSPD1/XBP1",27
"BP","GO:0032663","regulation of interleukin-2 production","18/2331","54/17913",9.84743074677293e-05,0.0025345308655668,0.00221753910496165,"IRF4/PTPRC/CD3E/CD28/TBX21/IL1B/LAG3/XCL1/PRKD2/CD83/CCR2/HAVCR2/CD86/TNFAIP3/RIPK2/TRAF2/CARD9/STAT5B",18
"BP","GO:2000272","negative regulation of signaling receptor activity","18/2331","54/17913",9.84743074677293e-05,0.0025345308655668,0.00221753910496165,"ADH7/LYPD6/ESR2/LYNX1/IL18BP/MTRNR2L8/MTRNR2L10/LYPD1/WFIKKN2/MTRNR2L12/EPHB2/MTRNR2L1/WFIKKN1/MTRNR2L2/CALCR/AGTR2/SOCS5/CBLC",18
"BP","GO:2000514","regulation of CD4-positive, alpha-beta T cell activation","19/2331","59/17913",0.000107834113824447,0.00276336637774475,0.00241775434153761,"IRF4/RUNX3/NCKAP1L/TBX21/JAK3/XCL1/CD274/CD83/CD86/ZC3H12A/IL4R/RIPK2/IL2/IL27/MYB/SMAD7/CBFB/SOCS5/PRKCZ",19
"BP","GO:0043312","neutrophil degranulation","92/2331","485/17913",0.000109165603047356,0.00278537690199618,0.00243701202701754,"HSPA6/SERPINA1/P2RX1/DOCK2/GPR84/OLR1/PTPRC/PGLYRP1/NCKAP1L/ITGB2/ADAM8/CTSS/LAIR1/ALOX5/TXNDC5/ACPP/RAB27A/PRAM1/CR1/ITGAL/ELANE/BPI/CRISP3/SNAP23/SIGLEC14/B2M/OLFM4/MS4A3/UNC13D/BST2/CAMP/TICAM2/LRG1/ABCA13/DOK3/CD53/PLAUR/FRK/HP/GLIPR1/TYROBP/SERPINB6/CEACAM6/HSP90AB1/SERPINB3/COTL1/ORM1/CD33/AMPD3/HSP90AA1/HSPA1A/FCER1G/TCN1/ITGAX/DSC1/KCNAB2/HSPA8/TBC1D10C/HBB/ORM2/NFAM1/RAB9B/ADGRE5/MPO/GGH/NEU1/ARL8A/CNN2/FLG2/CD300A/C5AR1/MMP8/ITGAM/DSG1/LILRB2/TNFRSF1B/PLAC8/PTAFR/DYNLT1/SIGLEC5/ROCK1/SNAP29/HSPA1B/CYB5R3/CLEC5A/KCMF1/AGL/FGR/BIN2/PRTN3/PAFAH1B2/LCN2",92
"BP","GO:0002639","positive regulation of immunoglobulin production","15/2331","41/17913",0.000112577182908495,0.00286004274164943,0.00250233946945878,"MZB1/PTPRC/CD28/TBX21/XCL1/HLA-E/CD40/IL4R/TLR9/MAD2L2/PAXIP1/IL2/IL33/STAT6/XBP1",15
"BP","GO:0070669","response to interleukin-2","8/2331","14/17913",0.000117513232389334,0.00297263086567698,0.00260084628631285,"IL2RG/IL2RB/JAK3/JAK1/PTPN2/IL2/STAT5B/CITED1",8
"BP","GO:0042119","neutrophil activation","94/2331","499/17913",0.000119982449747095,0.00302212204619391,0.0026441476442241,"HSPA6/SERPINA1/P2RX1/DOCK2/GPR84/OLR1/PTPRC/PGLYRP1/NCKAP1L/ITGB2/ADAM8/CTSS/LAIR1/ALOX5/TXNDC5/FCGR2B/ACPP/RAB27A/PRAM1/CR1/ITGAL/ELANE/BPI/CRISP3/SNAP23/SIGLEC14/B2M/OLFM4/MS4A3/UNC13D/BST2/CAMP/TICAM2/LRG1/ABCA13/DOK3/CD53/PLAUR/FRK/HP/GLIPR1/TYROBP/SERPINB6/CEACAM6/HSP90AB1/SERPINB3/COTL1/ORM1/CD33/AMPD3/HSP90AA1/HSPA1A/FCER1G/TCN1/ITGAX/DSC1/KCNAB2/HSPA8/IL18RAP/TBC1D10C/HBB/ORM2/NFAM1/RAB9B/ADGRE5/MPO/GGH/NEU1/ARL8A/CNN2/FLG2/CD300A/C5AR1/MMP8/ITGAM/DSG1/LILRB2/TNFRSF1B/PLAC8/PTAFR/DYNLT1/SIGLEC5/ROCK1/SNAP29/HSPA1B/CYB5R3/CLEC5A/KCMF1/AGL/FGR/BIN2/PRTN3/PAFAH1B2/LCN2",94
"BP","GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","25/2331","89/17913",0.000120745490639137,0.00302839966734925,0.00264964012829175,"LTA/PTPRC/CD28/TBX21/IL1B/XCL1/HLA-F/CD274/CCR2/B2M/HLA-E/CD40/MAD2L2/RSAD2/FCER1G/RIPK2/PAXIP1/IL2/TRAF2/IL18R1/STAT6/HSPD1/SOCS5/PRKCZ/IL12A",25
"BP","GO:0035455","response to interferon-alpha","10/2331","21/17913",0.000122569734901446,0.00304908836384234,0.00266774130596032,"PYHIN1/LAMP3/BST2/EIF2AK2/IFNAR2/MX2/IFIT2/IFITM1/ADAR/IFIT3",10
"BP","GO:0001776","leukocyte homeostasis","24/2331","84/17913",0.000122605012254943,0.00304908836384234,0.00266774130596032,"TNFRSF17/CD74/PMAIP1/NCKAP1L/JAK3/GPR174/CCR2/MERTK/TNFAIP3/DOCK10/MPL/SPTA1/GPR183/CCNB2/TNFSF14/FCER1G/BCL10/IL2/SIT1/LYN/DOCK11/CASP3/STAT5B/CACNA1F",24
"BP","GO:0043383","negative T cell selection","7/2331","11/17913",0.000127933382051554,0.00316823257904141,0.00277198424887466,"DOCK2/CD74/PTPRC/CD3E/CD28/ZAP70/THEMIS",7
"BP","GO:0001913","T cell mediated cytotoxicity","13/2331","33/17913",0.000134222591941788,0.0033100751334933,0.00289608666779485,"PTPRC/XCL1/FCGR2B/HLA-F/RAB27A/B2M/HLA-E/PRF1/HLA-G/LILRB1/GZMM/HPRT1/IL12A",13
"BP","GO:0002719","negative regulation of cytokine production involved in immune response","11/2331","25/17913",0.000136290674244684,0.00333318354356086,0.00291630492738461,"TBX21/JAK3/XCL1/HLA-F/BST2/CD96/IL10/LILRB1/TGFB3/HMOX1/SMAD7",11
"BP","GO:0050901","leukocyte tethering or rolling","11/2331","25/17913",0.000136290674244684,0.00333318354356086,0.00291630492738461,"CCL25/ITGA4/SPN/CCR2/ELANE/ITGB7/SELPLG/ITGB1/CX3CR1/PTAFR/ROCK1",11
"BP","GO:0002283","neutrophil activation involved in immune response","92/2331","488/17913",0.000137041199053416,0.00333768936868113,0.00292024721253886,"HSPA6/SERPINA1/P2RX1/DOCK2/GPR84/OLR1/PTPRC/PGLYRP1/NCKAP1L/ITGB2/ADAM8/CTSS/LAIR1/ALOX5/TXNDC5/ACPP/RAB27A/PRAM1/CR1/ITGAL/ELANE/BPI/CRISP3/SNAP23/SIGLEC14/B2M/OLFM4/MS4A3/UNC13D/BST2/CAMP/TICAM2/LRG1/ABCA13/DOK3/CD53/PLAUR/FRK/HP/GLIPR1/TYROBP/SERPINB6/CEACAM6/HSP90AB1/SERPINB3/COTL1/ORM1/CD33/AMPD3/HSP90AA1/HSPA1A/FCER1G/TCN1/ITGAX/DSC1/KCNAB2/HSPA8/TBC1D10C/HBB/ORM2/NFAM1/RAB9B/ADGRE5/MPO/GGH/NEU1/ARL8A/CNN2/FLG2/CD300A/C5AR1/MMP8/ITGAM/DSG1/LILRB2/TNFRSF1B/PLAC8/PTAFR/DYNLT1/SIGLEC5/ROCK1/SNAP29/HSPA1B/CYB5R3/CLEC5A/KCMF1/AGL/FGR/BIN2/PRTN3/PAFAH1B2/LCN2",92
"BP","GO:0002260","lymphocyte homeostasis","19/2331","60/17913",0.000138747783985008,0.00336534748480508,0.0029444461500652,"TNFRSF17/CD74/PMAIP1/NCKAP1L/JAK3/GPR174/TNFAIP3/DOCK10/SPTA1/CCNB2/TNFSF14/BCL10/IL2/SIT1/LYN/DOCK11/CASP3/STAT5B/CACNA1F",19
"BP","GO:0032640","tumor necrosis factor production","37/2331","155/17913",0.000154721508422807,0.00373741217477058,0.00326997700501868,"NOD2/SLAMF1/PTPRC/PTPN22/SPN/CD2/CCR2/BPI/HAVCR2/ACP5/TNFAIP3/HLA-E/CLU/ZC3H12A/RASGRP1/IL10/TYROBP/TLR9/ORM1/CD33/FCER1G/RIPK2/LILRB1/BCL3/ORM2/IFIH1/CX3CL1/WNT5A/LPL/CLEC4A/MMP8/CX3CR1/AZI2/UBE2J1/CARD9/PTAFR/THBS1",37
"BP","GO:0042026","protein refolding","9/2331","18/17913",0.000169042253367956,0.00405014244451517,0.0035435943485221,"HSPA6/B2M/HSP90AA1/HSPA1A/HSPA8/HSPA2/DNAJB2/HSPA1B/HSPD1",9
"BP","GO:0046641","positive regulation of alpha-beta T cell proliferation","9/2331","18/17913",0.000169042253367956,0.00405014244451517,0.0035435943485221,"PTPRC/CD3E/CD28/XCL1/CCR2/ZAP70/EBI3/HLA-E/RIPK2",9
"BP","GO:0002707","negative regulation of lymphocyte mediated immunity","14/2331","38/17913",0.000173873356294024,0.00414902656678938,0.00363011111222853,"PTPRC/TBX21/SERPINB4/XCL1/FCGR2B/HLA-F/CR1/HAVCR2/CD96/HLA-E/C4BPA/HLA-G/LILRB1/SMAD7",14
"BP","GO:0001961","positive regulation of cytokine-mediated signaling pathway","16/2331","47/17913",0.000179410122692145,0.00426388412559477,0.00373060352745678,"CD300LF/CD74/PARP9/NLRC5/GFI1/CASP1/TXK/PARP14/TICAM2/HSPA1A/RIPK2/TSLP/WNT5A/TRAF2/LSM14A/HSPA1B",16
"BP","GO:0002446","neutrophil mediated immunity","93/2331","499/17913",0.000192351839270241,0.00455309936007551,0.00398364684246422,"HSPA6/SERPINA1/P2RX1/DOCK2/GPR84/OLR1/PTPRC/PGLYRP1/NCKAP1L/ITGB2/ADAM8/CTSS/LAIR1/ALOX5/TXNDC5/ACPP/RAB27A/PRAM1/CR1/ITGAL/ELANE/BPI/CRISP3/SNAP23/SIGLEC14/B2M/OLFM4/MS4A3/UNC13D/BST2/CAMP/TICAM2/LRG1/ABCA13/DOK3/CD53/PLAUR/FRK/HP/GLIPR1/TYROBP/SERPINB6/CEACAM6/HSP90AB1/SERPINB3/COTL1/ORM1/CD33/AMPD3/HSP90AA1/HSPA1A/FCER1G/TCN1/ITGAX/DSC1/KCNAB2/HSPA8/TBC1D10C/HBB/ORM2/NFAM1/RAB9B/ADGRE5/MPO/GGH/NEU1/ARL8A/CNN2/FLG2/CD300A/C5AR1/MMP8/IRAK4/ITGAM/DSG1/LILRB2/TNFRSF1B/PLAC8/PTAFR/DYNLT1/SIGLEC5/ROCK1/SNAP29/HSPA1B/CYB5R3/CLEC5A/KCMF1/AGL/FGR/BIN2/PRTN3/PAFAH1B2/LCN2",93
"BP","GO:0032680","regulation of tumor necrosis factor production","36/2331","151/17913",0.000193629384431331,0.00456500636735306,0.0039940646498067,"NOD2/SLAMF1/PTPRC/PTPN22/SPN/CD2/CCR2/BPI/HAVCR2/ACP5/TNFAIP3/HLA-E/CLU/ZC3H12A/RASGRP1/IL10/TYROBP/TLR9/ORM1/CD33/FCER1G/RIPK2/LILRB1/BCL3/ORM2/IFIH1/CX3CL1/WNT5A/LPL/CLEC4A/MMP8/CX3CR1/UBE2J1/CARD9/PTAFR/THBS1",36
"BP","GO:0045926","negative regulation of growth","52/2331","244/17913",0.000197633885607018,0.00462595048488292,0.00404738653500284,"EPHA7/DCC/LTA/EAF2/IRF8/CDKN2AIP/SPP1/GREM1/RGS2/ESR2/MEIS1/WNT3/ELANE/CDK5R1/BST2/CAMP/BDKRB1/ADRB1/KCNK2/MAG/IL10/BTG1/CDKN2D/MEG3/ING1/OSTN/MIR25/HSPA1A/STK4/WFDC1/CDKN2C/TRIM40/INHBA/SFRP2/FRZB/CRLF3/GSK3A/WNT5A/DRAXIN/MPO/NAIF1/DNAJB2/TBX5/BMP4/RAI1/SIPA1/PLAC8/FBP1/SIRT1/MT1H/HSPA1B/AGTR2",52
"BP","GO:0031342","negative regulation of cell killing","10/2331","22/17913",0.000198568963806477,0.00462595048488292,0.00404738653500284,"PTPRC/SERPINB4/FCGR2B/HLA-F/HAVCR2/HLA-E/HSP90AB1/HLA-G/LILRB1/KRT6A",10
"BP","GO:0042094","interleukin-2 biosynthetic process","10/2331","22/17913",0.000198568963806477,0.00462595048488292,0.00404738653500284,"IRF4/PTPRC/CD3E/CD28/IL1B/LAG3/CD86/CARD9/STAT5B/IL1RAP",10
"BP","GO:0032743","positive regulation of interleukin-2 production","12/2331","30/17913",0.000204500639761841,0.00472677165002466,0.00413559807716515,"IRF4/PTPRC/CD3E/CD28/IL1B/PRKD2/CD83/CCR2/CD86/RIPK2/TRAF2/STAT5B",12
"BP","GO:0061082","myeloid leukocyte cytokine production","12/2331","30/17913",0.000204500639761841,0.00472677165002466,0.00413559807716515,"CHGA/CD74/SEMA7A/FCER1G/HLA-G/LILRB1/BCL10/DDX1/TGFB3/WNT5A/HMOX1/SIRT1",12
"BP","GO:1903706","regulation of hemopoiesis","88/2331","468/17913",0.000207670188713665,0.00476476862877369,0.00416884280398663,"IRF4/EVI2B/IRF1/RUNX3/CD74/IKZF3/PTPRC/GPR55/STAT1/BTN2A2/CD27/CD28/NCKAP1L/TNFRSF18/TBX21/ADAM8/TESPA1/JAK3/LAG3/NCAPG2/PTPN2/FCGR2B/CR1/SPI1/CD83/HIST1H3D/CD2/MEIS1/CCR2/PSMB9/TOX/ZAP70/B2M/OSM/CD86/EIF2AK2/ZC3H12A/RASGRP1/TYROBP/HCLS1/MPL/PSMB8/HMGB2/GP1BA/IL4R/TLR9/FANCD2/HOXB8/HSPA1A/IFNL1/RIPK2/CARTPT/HLA-G/LILRB1/DPF2/CAMK4/ATP11C/IL2/INHBA/NFAM1/LYN/CTLA4/PSMB10/PSME1/BMP4/IL27/TRIM58/HLA-DOA/LEO1/MYB/LILRB2/STAT5B/SLAMF8/KLF10/PSMA8/THBS1/SMAD7/CEBPB/LILRB4/CBFB/HSPA1B/CCR1/MDK/SOCS5/LRRC17/PRKCZ/IL12A/XBP1",88
"BP","GO:0043303","mast cell degranulation","15/2331","43/17913",0.000208564238045988,0.00476476862877369,0.00416884280398663,"CHGA/CD84/PIK3CG/SNAP23/UNC13D/RASGRP1/IL4R/FCER1G/MILR1/RAC2/FOXF1/LYN/HMOX1/CD300A/FGR",15
"BP","GO:0002825","regulation of T-helper 1 type immune response","11/2331","26/17913",0.00020856978388592,0.00476476862877369,0.00416884280398663,"JAK3/IL1B/XCL1/CCR2/HAVCR2/IL4R/RIPK2/IL33/IL27/IL18R1/SOCS5",11
