"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0050852","T cell receptor signaling pathway","61/3706","180/17913",2.40921812757188e-05,0.000882610569130825,0.000786621487603048,"CCR7/CACNB3/HLA-DRB1/CEACAM1/PTPRC/PRKCQ/PTPN22/NFKBIZ/THEMIS2/PIK3CB/HLA-DQB1/LCP2/BTN2A2/ZC3H12A/PTPN2/ADA/DUSP22/CD3D/SKAP1/PIK3CD/PIK3R2/EIF2B5/ITK/LGALS3/CD3G/NFKBID/CD300A/HLA-DQA1/TXK/ZAP70/HLA-DPB1/HLA-DRA/RELA/CD3E/RAB29/PRKD2/PAG1/CD226/LILRB4/THEMIS/PSMB9/PSMB8/LCK/CD247/HLA-DPA1/KCNN4/TRAT1/EIF2B4/PAK1/RIPK2/ELF1/SPPL3/TRBC1/GRAP2/PSMB10/IKBKB/TRAV8-4/CD160/SKP1/TNFRSF21/CD81",61
"BP","GO:1904892","regulation of STAT cascade","47/3706","129/17913",2.56803524675983e-05,0.000935192835695036,0.000833485123948365,"SOCS3/BCL3/IL10/IL24/HCLS1/OSM/STAT3/PTPRC/IL6/IGF1/PARP9/KIT/CYP1B1/PTPN2/IL26/JAK3/PTPRT/CRLF1/TNFRSF1A/CRLF3/IL2/CNOT7/NF2/CD300A/PARP14/LEP/IL6ST/IL10RA/JAK2/ISL1/HGS/SOCS2/IL7R/LIF/CDK5R1/MGAT5/HES1/ARL2BP/LYN/FLT3/IL20/PRLR/CLCF1/IL6R/PRL/IL15/PTK6",47
"BP","GO:0032680","regulation of tumor necrosis factor production","53/3706","151/17913",2.71514992091734e-05,0.000982916403323804,0.000876018473394695,"BCL3/IL10/THBS1/TLR2/NOD2/RARA/SLAMF1/PTPRC/FCER1G/PTPN22/HAVCR2/IGF1/TWIST1/TNFAIP3/ZC3H12A/LILRA5/LBP/NFATC4/TLR4/NOD1/TREM2/LY96/IRAK3/MC1R/RASGRP1/TYROBP/CCR2/CD33/ACP5/TLR1/LEP/BPI/ORM2/ORM1/JAK2/ISL1/CD2/SPON2/TNFRSF8/ERRFI1/RIPK2/HLA-E/FRMD8/AKAP8/AXL/SPN/TLR3/POMC/CLEC4A/AKAP12/CARD9/LILRA2/AGER",53
"BP","GO:0002791","regulation of peptide secretion","137/3706","483/17913",2.92329730455861e-05,0.00104675577894711,0.000932914942094258,"IL10/TLR2/SAA1/ITPR1/IGHD/NOD2/OSM/CCR7/ABAT/GRP/IL1RL1/IL4R/TFR2/GHRHR/SLC8B1/HMHB1/IL6/PTPN22/HAVCR2/IGF1/TWIST1/FGR/IL1B/TNFAIP3/HIF1A/BTN2A2/SLC9B2/ZC3H12A/CD244/LILRA5/TNFRSF1B/CRP/BMP6/RHBDF2/AIF1/VPS35/TLR4/IL26/VSNL1/ALOX15B/TREM2/ACHE/BANK1/NLGN2/S100A8/IL1R2/RASGRP1/IL2/IL1RAP/PPID/STXBP5L/MAP4K4/CD33/KALRN/TLR10/CD58/ITPR3/TLR1/SIRT4/HADH/FOXA2/TCIRG1/MIDN/SIRT3/KLF7/ADAM8/NMU/LEP/CRTAM/ORM2/ORM1/ADCY5/MIR590/TMBIM6/PARD6A/MPC2/JAK2/PRKCZ/CD74/ISL1/CASR/CD22/GLUD1/ANXA1/INHBB/ARNTL/TGFB2/CD2/FCN1/SYT9/LGR4/CACNA1A/KCNN4/APOE/CD38/ILDR1/USP50/PTGER4/FFAR3/SIDT2/SRGN/ARL2BP/LYN/HMGCR/SERPINB1/TLR8/RIPK2/MCU/HLA-E/RAB8B/FRMD8/CD40LG/FN1/NLRP7/ADAM9/CACNA1C/SPTBN1/DOC2B/IRF3/BLK/TM7SF3/AKAP12/CACNA1D/LILRA2/AIM2/ERP29/CD160/CAPN10/SREBF1/CD200R1/TARDBP/LRP1/SERGEF/TNFRSF21/ARF6/APOA1/AGER",137
"BP","GO:0002675","positive regulation of acute inflammatory response","17/3706","31/17913",2.94643471879697e-05,0.00104675577894711,0.000932914942094258,"OSMR/OSM/CCR7/FCER1G/IL6/IL1B/C3/ZP3/TAC1/C2CD4B/ADAM8/IL6ST/FFAR3/C2CD4A/HLA-E/PIK3CG/F12",17
"BP","GO:0060337","type I interferon signaling pathway","36/3706","91/17913",2.95993379793806e-05,0.00104675577894711,0.000932914942094258,"IFNAR2/IRF4/IRF8/IFITM1/IFITM3/IFITM2/STAT2/IRF9/STAT1/HLA-B/IRF1/PTPN2/HLA-G/SAMHD1/GBP2/PTPN1/NLRC5/TYK2/CNOT7/HLA-F/SP100/HLA-H/JAK1/DCST1/OASL/HLA-A/MX2/ABCE1/PSMB8/MYD88/IFI35/CDC37/IRF7/HLA-E/IRF3/LSM14A",36
"BP","GO:0071357","cellular response to type I interferon","36/3706","91/17913",2.95993379793806e-05,0.00104675577894711,0.000932914942094258,"IFNAR2/IRF4/IRF8/IFITM1/IFITM3/IFITM2/STAT2/IRF9/STAT1/HLA-B/IRF1/PTPN2/HLA-G/SAMHD1/GBP2/PTPN1/NLRC5/TYK2/CNOT7/HLA-F/SP100/HLA-H/JAK1/DCST1/OASL/HLA-A/MX2/ABCE1/PSMB8/MYD88/IFI35/CDC37/IRF7/HLA-E/IRF3/LSM14A",36
"BP","GO:0032615","interleukin-12 production","25/3706","55/17913",3.16221190718205e-05,0.00111186278437585,0.000990941178415187,"IL10/THBS1/TLR2/IRF8/CCR7/SLAMF1/IRF1/LILRA5/TLR4/HLA-G/JAK3/IRAK3/LTB/ACP5/TIGIT/LEP/RELA/ISL1/MEFV/HSPD1/TLR8/RIPK2/CD40LG/TLR3/AGER",25
"BP","GO:0034340","response to type I interferon","37/3706","95/17913",3.45996102149295e-05,0.00120960237311393,0.00107805101301254,"IFNAR2/IRF4/IRF8/IFITM1/IFITM3/IFITM2/STAT2/IRF9/STAT1/HLA-B/IRF1/PTPN2/HLA-G/SAMHD1/GBP2/PTPN1/NLRC5/TYK2/CNOT7/HLA-F/SP100/HLA-H/JAK1/DCST1/OASL/HLA-A/MX2/ABCE1/PSMB8/MYD88/IFI35/SHMT2/CDC37/IRF7/HLA-E/IRF3/LSM14A",37
"BP","GO:1903708","positive regulation of hemopoiesis","61/3706","182/17913",3.50404718865415e-05,0.00121805458523785,0.0010855839974419,"RUNX1/ZFP36L1/LILRB2/HCLS1/NCKAP1L/RARA/STAT3/IL4R/STAT1/PTPRC/THPO/TRIM58/EVI2B/NFKBIZ/HIF1A/BTN2A2/SLC9B2/LEF1/CD86/GATA1/RUNX3/ADA/HLA-G/CCR1/TREM2/SCIN/BCL6/CSF1/RASGRP1/IL2/TYROBP/ATP11C/NFKBID/FOXC1/ADAM8/IL7/ZAP70/MMP14/IL2RA/PRKCZ/CD74/LILRB4/IL7R/ANXA1/LIF/ETS1/TMEM64/RAG1/PNP/VNN1/IL1RL2/TOX/SOCS5/RIPK2/HSPA1A/IL20/AXL/IL15/AGER/NKAP/HMGB2",61
"BP","GO:2000107","negative regulation of leukocyte apoptotic process","22/3706","46/17913",3.54592024386768e-05,0.00122564633062048,0.00109235009594021,"NOD2/HCLS1/CCR7/PRKCQ/FCER1G/CCR5/HIF1A/ADA/JAK3/BCL6/IL2/EFNA1/SLC46A2/NOC2L/CD74/IL7R/MERTK/RAG1/DOCK8/IRF7/AXL/AURKB",22
"BP","GO:0046425","regulation of JAK-STAT cascade","44/3706","120/17913",3.83656107031994e-05,0.00131865621506839,0.0011752446093588,"SOCS3/BCL3/IL10/IL24/HCLS1/OSM/STAT3/PTPRC/IL6/IGF1/PARP9/KIT/CYP1B1/PTPN2/IL26/JAK3/CRLF1/TNFRSF1A/CRLF3/IL2/CNOT7/NF2/CD300A/PARP14/LEP/IL6ST/IL10RA/JAK2/ISL1/HGS/SOCS2/LIF/CDK5R1/HES1/ARL2BP/LYN/FLT3/IL20/PRLR/CLCF1/IL6R/PRL/IL15/PTK6",44
"BP","GO:0008360","regulation of cell shape","45/3706","124/17913",4.22425749125589e-05,0.00144379929226277,0.00128677764214675,"CDC42SE1/HCK/ITGB2/DAPK3/FGR/CCL13/CCL2/KIT/ATP10A/SYNE3/LST1/FMNL1/COCH/FBLIM1/EPB41L3/ERMN/ARHGAP18/DLG1/MYO10/EPS8/PLEKHO1/RDX/ANXA1/SHROOM3/MSN/ARHGAP35/CDC42EP1/EPB42/TPM1/CCL24/MKLN1/SEMA4A/FGD4/FN1/FAM171A1/ITGA7/DIAPH1/FERMT2/FGD3/GNA13/PTK2/ZMPSTE24/EPB41/PALM2/ICAM1",45
"BP","GO:0042267","natural killer cell mediated cytotoxicity","26/3706","59/17913",4.2893919239772e-05,0.00145791665504958,0.00129935965884222,"IL18RAP/CEACAM1/HAVCR2/SLAMF6/SLAMF7/SH2D1A/RAB27A/HLA-G/LAG3/SERPINB9/KLRK1/RASGRP1/HLA-F/RAET1G/ULBP1/LEP/CRTAM/CD226/UNC13D/HLA-E/ULBP3/KIR3DL1/RAET1E/CD160/GZMB/PRDX1",26
"BP","GO:0051056","regulation of small GTPase mediated signal transduction","95/3706","316/17913",4.59515858057331e-05,0.00154689691696596,0.00137866279483899,"CDC42SE1/RHOH/PLEKHG2/TAGAP/CGNL1/FAM13A/ARHGEF12/IGF1/AMOT/GPR55/CYTH2/FGF10/MYO9B/STK19/PLEKHG4B/BCL6/CSF1/CUL3/SSX2IP/PIK3R2/ARHGAP24/RASGRP1/KCTD13/MAP4K4/PLEKHG1/KALRN/ARHGEF1/ARHGAP18/RELN/ARHGAP20/SIPA1/KIF14/NTRK1/NGEF/CYTH1/ARHGAP6/ARHGAP39/FOXM1/GDI1/TIAM2/JAK2/NET1/CDON/ARHGAP31/RDX/RHOB/TGFB2/RHOT2/ARHGAP17/ARHGAP25/APOE/CYTH3/ARHGAP10/RTN4R/ARHGAP35/A2M/VAV2/ARFGEF1/MET/SIPA1L2/LYN/OGT/FGD4/RALGAPA1/MAPKAP1/SHC1/DENND4B/RASA3/STMN3/ABL2/RACGAP1/ARHGEF37/RASA4B/ARHGEF38/VAV3/FBP1/AUTS2/KANK1/LZTR1/FGD3/ADCYAP1R1/GNA13/RALBP1/AKAP13/TRIO/EPHB2/RASA2/RASGRP4/GMIP/ARF6/FAM13B/APOA1/FBXO8/ABR/ARHGAP5",95
"BP","GO:0071706","tumor necrosis factor superfamily cytokine production","55/3706","161/17913",4.60175284223283e-05,0.00154689691696596,0.00137866279483899,"BCL3/IL10/THBS1/TLR2/NOD2/RARA/SLAMF1/PTPRC/FCER1G/PTPN22/HAVCR2/IGF1/TWIST1/TNFAIP3/ZC3H12A/LILRA5/LBP/CD86/NFATC4/TLR4/NOD1/TREM2/LY96/IRAK3/MC1R/RASGRP1/TYROBP/CCR2/CD33/ACP5/TLR1/ADAM8/LEP/BPI/ORM2/ORM1/JAK2/ISL1/CD2/SPON2/TNFRSF8/ERRFI1/RIPK2/HLA-E/FRMD8/AKAP8/AXL/SPN/TLR3/POMC/CLEC4A/AKAP12/CARD9/LILRA2/AGER",55
"BP","GO:0032655","regulation of interleukin-12 production","24/3706","53/17913",4.88796273811785e-05,0.00162797646580151,0.00145092446669049,"IL10/THBS1/TLR2/IRF8/CCR7/SLAMF1/IRF1/LILRA5/TLR4/HLA-G/JAK3/IRAK3/LTB/ACP5/TIGIT/RELA/ISL1/MEFV/HSPD1/TLR8/RIPK2/CD40LG/TLR3/AGER",24
"BP","GO:1903532","positive regulation of secretion by cell","111/3706","381/17913",4.89616982195942e-05,0.00162797646580151,0.00145092446669049,"SPP1/IL10/TLR2/SAA1/EDN1/IGHD/EDN3/NOD2/OSM/ABAT/ITGB2/GRP/IL1RL1/IL4R/TFR2/GHRHR/HMHB1/FCER1G/IL6/PTPN22/HAVCR2/IGF1/TWIST1/RETN/FGR/IL1B/HIF1A/CD244/LILRA5/BMP6/AIF1/VPS35/RAB27A/TLR4/IL26/VSNL1/ALOX15B/TREM2/SDC4/ACHE/NLGN2/RASGRP1/IL2/IL1RAP/ZP3/PPID/HLA-F/TAC1/CD33/CYP19A1/CDK5R2/CD58/TLR1/GAB2/ITGAM/SIRT3/ADAM8/NMU/LEP/CRTAM/ORM2/ORM1/PARD6A/MPC2/JAK2/PRKCZ/ISL1/CASR/OPRK1/HGS/CADPS2/GLUD1/SNX4/NCS1/INHBB/TGFB2/CD2/FCN1/SYT9/KCNN4/C1QTNF1/CD38/ILDR1/SLC6A4/USP50/CD177/PTGER4/UNC13D/TLR8/RIPK2/MCU/STXBP5/HLA-E/RAB8B/FRMD8/ADAM9/SPTBN1/DOC2B/IRF3/BLK/TM7SF3/AKAP12/CACNA1D/LILRA2/AIM2/CD160/CAPN10/TARDBP/LRP1/ARF6/AGER",111
"BP","GO:1902107","positive regulation of leukocyte differentiation","50/3706","143/17913",5.06402915366026e-05,0.00166071494466787,0.00148010244376036,"RUNX1/ZFP36L1/LILRB2/HCLS1/NCKAP1L/RARA/IL4R/PTPRC/EVI2B/NFKBIZ/BTN2A2/SLC9B2/LEF1/CD86/RUNX3/ADA/HLA-G/CCR1/TREM2/BCL6/CSF1/RASGRP1/IL2/TYROBP/ATP11C/NFKBID/ADAM8/IL7/ZAP70/MMP14/IL2RA/PRKCZ/CD74/LILRB4/IL7R/ANXA1/LIF/TMEM64/RAG1/PNP/VNN1/IL1RL2/TOX/SOCS5/RIPK2/IL20/AXL/IL15/AGER/NKAP",50
"BP","GO:0032633","interleukin-4 production","17/3706","32/17913",5.07606562034803e-05,0.00166071494466787,0.00148010244376036,"IRF4/RARA/PRKCQ/FCER1G/HAVCR2/LEF1/CD86/ITK/IL1RAP/ZP3/CD28/CD3E/PRKCZ/SCGB1A1/CEBPB/HLA-E/CD40LG",17
"BP","GO:0043368","positive T cell selection","17/3706","32/17913",5.07606562034803e-05,0.00166071494466787,0.00148010244376036,"BCL2/IRF4/STAT3/DOCK2/PTPRC/IL6/TBX21/SLAMF6/PTPN2/CD3D/LY9/BATF/ZAP70/CD74/STAT6/THEMIS/SPN",17
"BP","GO:0002707","negative regulation of lymphocyte mediated immunity","19/3706","38/17913",5.56460360912155e-05,0.00181086408939392,0.00161392198741599,"CR1/XCL1/CEACAM1/PTPRC/TBX21/HAVCR2/CLEC4G/DUSP22/HLA-G/SERPINB9/BCL6/HLA-F/C4BPB/ARG1/C4BPA/SMAD7/IL7R/CD96/HLA-E",19
"BP","GO:0032640","tumor necrosis factor production","53/3706","155/17913",6.08861765062981e-05,0.00197090808394461,0.00175656025788151,"BCL3/IL10/THBS1/TLR2/NOD2/RARA/SLAMF1/PTPRC/FCER1G/PTPN22/HAVCR2/IGF1/TWIST1/TNFAIP3/ZC3H12A/LILRA5/LBP/NFATC4/TLR4/NOD1/TREM2/LY96/IRAK3/MC1R/RASGRP1/TYROBP/CCR2/CD33/ACP5/TLR1/LEP/BPI/ORM2/ORM1/JAK2/ISL1/CD2/SPON2/TNFRSF8/ERRFI1/RIPK2/HLA-E/FRMD8/AKAP8/AXL/SPN/TLR3/POMC/CLEC4A/AKAP12/CARD9/LILRA2/AGER",53
"BP","GO:0050862","positive regulation of T cell receptor signaling pathway","10/3706","14/17913",6.21847515261777e-05,0.00198149119706852,0.00176599239531579,"CCR7/ADA/RELA/RAB29/PRKD2/CD226/LCK/KCNN4/TRAT1/CD81",10
"BP","GO:0051770","positive regulation of nitric-oxide synthase biosynthetic process","10/3706","14/17913",6.21847515261777e-05,0.00198149119706852,0.00176599239531579,"NAMPT/TLR2/NOD2/STAT1/FCER2/CCL2/TLR4/JAK2/MAP2K4/AKAP12",10
"BP","GO:0070672","response to interleukin-15","10/3706","14/17913",6.21847515261777e-05,0.00198149119706852,0.00176599239531579,"STAT3/IL15RA/IL2RG/JAK3/STAT5A/JAK1/IL2RB/ACSL4/SHC1/IL15",10
"BP","GO:0072676","lymphocyte migration","34/3706","87/17913",6.52287586349001e-05,0.00206771785144207,0.00184284139475747,"CH25H/MYO1G/SAA1/XCL1/CCR7/SLC8B1/TBX21/CCL2/AIF1/KLRK1/CXCL10/PIK3CD/GPR183/CCR2/S1PR1/ADAM8/PADI2/ZAP70/TNFSF14/MADCAM1/ADAM17/MSN/APOD/ITGB7/CXCL11/GCSAM/DOCK8/STK10/PIK3CG/SPN/LRCH1/CD200R1/ICAM1/SLC12A2",34
"BP","GO:0002821","positive regulation of adaptive immune response","36/3706","94/17913",6.65088587943437e-05,0.00209742885620513,0.0018693211533082,"SLC11A1/XCL1/IL18R1/PTPRC/PRKCQ/FCER1G/IL6/TBX21/NFKBIZ/IL1B/FCER2/C3/ADA/MAD2L2/IL1R1/SKAP1/IL2/ZP3/HLA-F/CCR2/NFKBID/CD28/IL6ST/PRKCZ/CD226/STAT6/ANXA1/B2M/EIF2AK4/HSPD1/SOCS5/RIPK2/HLA-E/ATAD5/CLCF1/CD81",36
"BP","GO:0045063","T-helper 1 cell differentiation","12/3706","19/17913",7.00893130067662e-05,0.00219900726654049,0.00195985231511497,"RELB/IL18R1/IL4R/LEF1/JAK3/IL27/STAT6/ANXA1/SOCS5/SEMA4A/RIPK2/SPN",12
"BP","GO:0032673","regulation of interleukin-4 production","15/3706","27/17913",7.13531164836594e-05,0.00222723656452566,0.00198501151119955,"IRF4/RARA/PRKCQ/FCER1G/HAVCR2/LEF1/CD86/ZP3/CD28/CD3E/PRKCZ/SCGB1A1/CEBPB/HLA-E/CD40LG",15
"BP","GO:0002708","positive regulation of lymphocyte mediated immunity","35/3706","91/17913",7.53870700553675e-05,0.00234120860202405,0.00208658842044779,"XCL1/IL18R1/IL18RAP/PTPRC/FCER1G/IL6/TBX21/SLAMF6/IL1B/FCER2/SH2D1A/C3/HLA-G/LAG3/MAD2L2/KLRK1/IL1R1/RASGRP1/IL2/ZP3/HLA-F/RAET1G/CRTAM/CD28/PRKCZ/CD226/STAT6/B2M/HSPD1/HLA-E/ATAD5/CLCF1/RAET1E/CD160/CD81",35
"BP","GO:0002828","regulation of type 2 immune response","16/3706","30/17913",7.94014830147936e-05,0.00244109684967089,0.00217561323468199,"NOD2/XCL1/RARA/IL4R/IL6/TBX21/CD86/BCL6/CCR2/ARG1/PRKCZ/CD74/STAT6/ANXA1/SOCS5/CD81",16
"BP","GO:0046633","alpha-beta T cell proliferation","16/3706","30/17913",7.94014830147936e-05,0.00244109684967089,0.00217561323468199,"ELF4/EBI3/XCL1/DOCK2/PTPRC/IRF1/CCR2/ZAP70/CD55/CD28/CD3E/TWSG1/RIPK2/HLA-E/IL15/CD81",16
"BP","GO:0055010","ventricular cardiac muscle tissue morphogenesis","22/3706","48/17913",7.98782002072783e-05,0.00244347414434064,0.00217773198459843,"MYH7/TNNT2/TNNI3/MYL2/TNNI1/MYBPC3/LRP2/RYR2/TGFBR3/MYL3/FOXC1/BMPR1A/FGFR2/SMAD7/MYH6/ISL1/TGFB2/RXRA/TPM1/CCM2L/PTCD2/DSP",22
"BP","GO:0038110","interleukin-2-mediated signaling pathway","9/3706","12/17913",8.19432448827392e-05,0.00248182560491385,0.00221191249865862,"IL2RG/PTPN2/JAK3/IL2/STAT5A/JAK1/IL2RA/IL2RB/SHC1",9
"BP","GO:0051549","positive regulation of keratinocyte migration","9/3706","12/17913",8.19432448827392e-05,0.00248182560491385,0.00221191249865862,"EPB41L4B/FGF7/FGF10/MAP4K4/HBEGF/HAS2/ADAM9/ARF6/MMP9",9
"BP","GO:0042089","cytokine biosynthetic process","43/3706","120/17913",8.68284252473897e-05,0.00261682909193857,0.00233223356381373,"BCL3/IL10/THBS1/IRF4/EBI3/STAT3/PTPRC/PRKCQ/IL6/IL1B/IRF1/EREG/LBP/CD86/TLR4/NOD1/LAG3/LTB/IL1RAP/TYROBP/CCR2/TLR1/PCSK5/IL27/HMOX1/IGF2BP1/CD28/RELA/TRIB2/CD3E/IL19/INHBB/CEBPB/TNFRSF8/IRF7/ERRFI1/TLR8/SPN/TLR3/AKAP12/CARD9/RNF128/AGER",43
"BP","GO:0050708","regulation of protein secretion","128/3706","456/17913",8.74193140795846e-05,0.00262172237028872,0.00233659466941305,"IL10/TLR2/SAA1/ITPR1/IGHD/NOD2/OSM/CCR7/ABAT/IL1RL1/IL4R/SLC8B1/HMHB1/IL6/PTPN22/HAVCR2/IGF1/TWIST1/FGR/IL1B/TNFAIP3/HIF1A/BTN2A2/SLC9B2/ZC3H12A/CD244/LILRA5/TNFRSF1B/CRP/BMP6/RHBDF2/AIF1/VPS35/TLR4/IL26/VSNL1/ALOX15B/TREM2/ACHE/BANK1/NLGN2/IL1R2/RASGRP1/IL2/IL1RAP/PPID/STXBP5L/MAP4K4/CD33/TLR10/CD58/ITPR3/TLR1/SIRT4/HADH/FOXA2/TCIRG1/MIDN/SIRT3/KLF7/ADAM8/NMU/LEP/CRTAM/ORM2/ORM1/ADCY5/MIR590/TMBIM6/PARD6A/MPC2/JAK2/PRKCZ/ISL1/CASR/CD22/GLUD1/ANXA1/INHBB/ARNTL/TGFB2/CD2/FCN1/SYT9/LGR4/CACNA1A/KCNN4/APOE/CD38/USP50/PTGER4/SIDT2/SRGN/ARL2BP/LYN/HMGCR/SERPINB1/TLR8/RIPK2/MCU/HLA-E/FRMD8/CD40LG/FN1/NLRP7/ADAM9/CACNA1C/SPTBN1/DOC2B/IRF3/BLK/TM7SF3/AKAP12/CACNA1D/LILRA2/AIM2/ERP29/CD160/CAPN10/SREBF1/CD200R1/TARDBP/LRP1/SERGEF/TNFRSF21/ARF6/APOA1/AGER",128
"BP","GO:1904951","positive regulation of establishment of protein localization","124/3706","440/17913",9.2896569114969e-05,0.00277239614558722,0.00247088178698608,"IL10/PMAIP1/BCL2/TLR2/SAA1/IGHD/NOD2/HCLS1/OSM/ABAT/ITGB2/CACNB3/PTP4A3/IL1RL1/IL4R/HMHB1/STOM/IL6/PTPN22/HAVCR2/IGF1/TWIST1/FGR/IL1B/PPP3CC/HIF1A/HSPA1L/ZC3H12A/CD244/LILRA5/BMP6/AIF1/USP36/CEMIP/VPS35/TLR4/IL26/FLNA/VSNL1/ALOX15B/TREM2/ACHE/TMEM30B/PIK3R2/NLGN2/RASGRP1/IL2/CDH1/IL1RAP/PPID/CD33/CD58/EDEM1/FBXW7/TLR1/MICALL2/ZIC1/ITGAM/TFDP1/SIRT3/ADAM8/NMU/ACSL3/YWHAG/LEP/CRTAM/ORM2/ORM1/TCAF2/PARD6A/MPC2/JAK2/TENM1/PRKCZ/RAB29/TCAF1/ISL1/OAZ2/YWHAH/CASR/PDCD5/UBL4B/GLUD1/TGFB2/CD2/FCN1/KCNN4/CD38/USP50/CDK5R1/PTGER4/PAK1/ATG13/NPEPPS/TLR8/PDZK1/RIPK2/MCU/HLA-E/FRMD8/MDM2/ADAM9/SPTBN1/DOC2B/IRF3/BLK/TM7SF3/TMEM30A/SMO/AKAP12/LILRA2/AIM2/CD160/CAPN10/TARDBP/LRP1/GZMB/SFN/CCT8/ARF6/PLK3/SEC16B/AGER/CD81",124
"BP","GO:0051222","positive regulation of protein transport","115/3706","403/17913",9.41755062650875e-05,0.00279692110354275,0.0024927395117688,"IL10/TLR2/SAA1/IGHD/NOD2/HCLS1/OSM/ABAT/ITGB2/CACNB3/IL1RL1/IL4R/HMHB1/STOM/IL6/PTPN22/HAVCR2/IGF1/TWIST1/FGR/IL1B/HIF1A/HSPA1L/ZC3H12A/CD244/LILRA5/BMP6/AIF1/USP36/CEMIP/VPS35/TLR4/IL26/FLNA/VSNL1/ALOX15B/TREM2/ACHE/TMEM30B/PIK3R2/NLGN2/RASGRP1/IL2/CDH1/IL1RAP/PPID/CD33/CD58/EDEM1/FBXW7/TLR1/MICALL2/ZIC1/ITGAM/SIRT3/ADAM8/NMU/ACSL3/LEP/CRTAM/ORM2/ORM1/TCAF2/PARD6A/MPC2/JAK2/TENM1/PRKCZ/RAB29/TCAF1/ISL1/OAZ2/CASR/PDCD5/UBL4B/GLUD1/TGFB2/CD2/FCN1/KCNN4/CD38/USP50/CDK5R1/PTGER4/PAK1/ATG13/NPEPPS/TLR8/PDZK1/RIPK2/MCU/HLA-E/FRMD8/MDM2/ADAM9/SPTBN1/DOC2B/IRF3/BLK/TM7SF3/TMEM30A/SMO/AKAP12/LILRA2/AIM2/CD160/CAPN10/TARDBP/LRP1/SFN/ARF6/PLK3/SEC16B/AGER/CD81",115
"BP","GO:0042107","cytokine metabolic process","43/3706","121/17913",0.000108045009620748,0.00319333028434656,0.00284603686669451,"BCL3/IL10/THBS1/IRF4/EBI3/STAT3/PTPRC/PRKCQ/IL6/IL1B/IRF1/EREG/LBP/CD86/TLR4/NOD1/LAG3/LTB/IL1RAP/TYROBP/CCR2/TLR1/PCSK5/IL27/HMOX1/IGF2BP1/CD28/RELA/TRIB2/CD3E/IL19/INHBB/CEBPB/TNFRSF8/IRF7/ERRFI1/TLR8/SPN/TLR3/AKAP12/CARD9/RNF128/AGER",43
"BP","GO:0031341","regulation of cell killing","32/3706","82/17913",0.000109140542954391,0.00320907451650289,0.0028600688211636,"XCL1/IL18RAP/CEACAM1/PTPRC/HAVCR2/SLAMF6/FCER2/SH2D1A/PRF1/HLA-G/LAG3/SERPINB9/KLRK1/CFH/RASGRP1/TYROBP/HLA-F/PGLYRP4/ITGAM/ARG1/LEP/CRTAM/CD55/CD226/IL7R/B2M/HLA-E/RAET1E/CD160/PGLYRP3/AGER/ICAM1",32
"BP","GO:0032102","negative regulation of response to external stimulus","100/3706","343/17913",0.000109626769197304,0.00320907451650289,0.0028600688211636,"SOCS3/CDKN1A/SPP1/IL10/THBS1/PLAUR/SIGLEC10/SAA1/EDN1/CXCL17/GREM1/SERPINF1/ABAT/CACNB3/CST7/CEACAM1/PTPRC/PROS1/PDGFA/SERPING1/HAVCR2/IGF1/TNFAIP3/TRIM38/CCL2/FPR2/ZC3H12A/TNFRSF1B/PTPN2/AIF1/TRAF3IP1/PTPRO/ADA/VPS35/TNFRSF1A/KLRK1/NR1D2/NLRP6/OTULIN/GP1BA/IL1R2/IL2/PDGFRA/TFPI/ADAMTS18/MICB/ACP5/CYP19A1/USF1/TNFAIP6/ALOX12/CNR2/PDCD4/TSPAN6/NLRX1/SERPINF2/PADI2/LEP/RNF26/MIR590/SIGLEC11/IL2RA/ISL1/PBK/KLK8/ETS1/MEFV/RIOK3/APOE/C1QTNF1/PHLDB2/APOD/RTN4R/TNR/PTGIS/PTGER4/AJAP1/ADCY7/SOCS5/SERPINE1/PPARA/HMGCR/SPX/NLRP7/TKFC/FNDC4/SLAMF8/PRDX2/WNT3/F12/LILRA2/EPHA4/TARBP2/RGMA/CD200R1/METRNL/APOA1/KRT1/AGER/ABR",100
"BP","GO:0002793","positive regulation of peptide secretion","83/3706","275/17913",0.000115943310860801,0.00336207162131517,0.00299642659252466,"IL10/TLR2/SAA1/IGHD/NOD2/OSM/ABAT/GRP/IL1RL1/IL4R/TFR2/GHRHR/HMHB1/IL6/PTPN22/HAVCR2/IGF1/TWIST1/FGR/IL1B/HIF1A/CD244/LILRA5/BMP6/AIF1/VPS35/TLR4/IL26/VSNL1/ALOX15B/TREM2/ACHE/NLGN2/S100A8/RASGRP1/IL2/IL1RAP/PPID/CD33/CD58/TLR1/SIRT3/ADAM8/NMU/CRTAM/ORM2/ORM1/PARD6A/MPC2/JAK2/PRKCZ/ISL1/CASR/GLUD1/TGFB2/CD2/FCN1/KCNN4/CD38/ILDR1/USP50/PTGER4/TLR8/RIPK2/MCU/HLA-E/RAB8B/FRMD8/ADAM9/SPTBN1/DOC2B/IRF3/BLK/TM7SF3/AKAP12/LILRA2/AIM2/CD160/CAPN10/TARDBP/LRP1/ARF6/AGER",83
